imdb_id,title,year,popularity,description,content_rating,movie_length,rating,created_at,trailer,image_url,release,plot,banner,type,more_like_this,gen,keywords
tt0108052,Schindler's List,1993,174,"Oskar Schindler is a vain and greedy German businessman who becomes an unlikely humanitarian amid the barbaric German Nazi reign when he feels compelled to turn his factory into a refuge for Jews. Based on the true story of Oskar Schindler who managed to save about 1100 Jews from being gassed at the Auschwitz concentration camp, it is a testament to the good in all of us.",R,195,8.9,2021-04-29T11:24:34.696134+03:00,https://www.youtube.com/embed/gG22XNhtnoY,"https://m.media-amazon.com/images/M/MV5BNDE4OTMxMTctNmRhYy00NWE2LTg3YzItYTk3M2UwOTU5Njg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",1994-03-03,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",https://m.media-amazon.com/images/M/MV5BNDE4OTMxMTctNmRhYy00NWE2LTg3YzItYTk3M2UwOTU5Njg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,movie,{},"[{'id': 8, 'genre': 'Drama'}, {'id': 27, 'genre': 'Biography'}, {'id': 31, 'genre': 'History'}]","[{'id': 1790, 'keyword': 'accountant'}, {'id': 1791, 'keyword': 'champagne'}, {'id': 1792, 'keyword': 'villa'}, {'id': 1793, 'keyword': 'womanizer'}, {'id': 1794, 'keyword': 'soap'}]"
tt0167260,The Lord of the Rings: The Return of the King,2003,188,"The final confrontation between the forces of good and evil fighting for control of the future of Middle-earth. Frodo and Sam reach Mordor in their quest to destroy the One Ring, while Aragorn leads the forces of good against Sauron's evil army at the stone city of Minas Tirith.",PG-13,201,8.9,2021-04-29T11:24:36.315809+03:00,https://www.youtube.com/embed/r5X-hFf6Bwo,"https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",2003-12-17,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,movie,{},"[{'id': 4, 'genre': 'Adventure'}, {'id': 6, 'genre': 'Fantasy'}, {'id': 8, 'genre': 'Drama'}, {'id': 13, 'genre': 'Action'}]","[{'id': 199, 'keyword': 'ring'}, {'id': 201, 'keyword': 'hobbit'}, {'id': 202, 'keyword': 'epic'}, {'id': 554, 'keyword': 'battle'}, {'id': 775, 'keyword': 'orc'}]"
tt5275892,O.J.: Made in America,2016,0,"It is the defining cultural tale of modern America - a saga of race, celebrity, media, violence, and the criminal justice system. And two decades after its unforgettable climax, it continues to fascinate, polarize, and even, yes, develop new chapters. Now, the producers of ESPN's award-winning ""30 for 30"" have made it the subject of their first documentary-event and most ambitious project yet. From Peabody and Emmy-award winning director Ezra Edelman, it's ""O.J.: Made in America,"" a 10-hour multi-part production coming summer of 2016. To most observers, it's a story that began the night Nicole Brown Simpson and Ronald Goldman were brutally murdered outside her Brentwood apartment. But as ""O.J."" lays bare, to truly grasp the significance of what happened not just that night, but the epic chronicle to follow, one has to travel back to a much different, much earlier origin point, at not the end, but the beginning of the 20th century, when African-Americans began migrating to California ...",TV-MA,467,8.9,2021-04-29T11:32:21.203026+03:00,https://www.youtube.com/embed/Zmca421urfo,"https://m.media-amazon.com/images/M/MV5BNGNmYmY3OTktMWM1Ni00NTU1LTk0ZjctMDcwYjViMjY0MTIwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",2016-08-04,"A chronicle of the rise and fall of O.J. Simpson, whose high-profile murder trial exposed the extent of American racial tensions, revealing a fractured and divided nation.",https://m.media-amazon.com/images/M/MV5BNGNmYmY3OTktMWM1Ni00NTU1LTk0ZjctMDcwYjViMjY0MTIwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,movie,{},"[{'id': 7, 'genre': 'Crime'}, {'id': 27, 'genre': 'Biography'}, {'id': 31, 'genre': 'History'}, {'id': 33, 'genre': 'Documentary'}]","[{'id': 19, 'keyword': 'year 1973'}, {'id': 1156, 'keyword': '1990s'}, {'id': 3428, 'keyword': 'celebrity'}, {'id': 14077, 'keyword': 'running back'}, {'id': 14078, 'keyword': 'brentwood'}]"
tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001,66,"An ancient Ring thought lost for centuries has been found, and through a strange twist of fate has been given to a small Hobbit named Frodo. When Gandalf discovers the Ring is in fact the One Ring of the Dark Lord Sauron, Frodo must make an epic quest to the Cracks of Doom in order to destroy it. However, he does not go alone. He is joined by Gandalf, Legolas the elf, Gimli the Dwarf, Aragorn, Boromir, and his three Hobbit friends Merry, Pippin, and Samwise. Through mountains, snow, darkness, forests, rivers and plains, facing evil and danger at every corner the Fellowship of the Ring must go. Their quest to destroy the One Ring is the only hope for the end of the Dark Lords reign.",PG-13,178,8.8,2021-04-27T22:22:28.309872+03:00,https://www.youtube.com/embed/V75dMMIW2B4,"https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX182_CR0,0,182,268_AL_.jpg",2001-12-19,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,movie,{},"[{'id': 4, 'genre': 'Adventure'}, {'id': 6, 'genre': 'Fantasy'}, {'id': 8, 'genre': 'Drama'}, {'id': 13, 'genre': 'Action'}]","[{'id': 199, 'keyword': 'ring'}, {'id': 200, 'keyword': 'quest'}, {'id': 201, 'keyword': 'hobbit'}, {'id': 202, 'keyword': 'epic'}, {'id': 203, 'keyword': 'elf'}]"
tt1375666,Inception,2010,123,"Dom Cobb is a skilled thief, the absolute best in the dangerous art of extraction, stealing valuable secrets from deep within the subconscious during the dream state, when the mind is at its most vulnerable. Cobb's rare ability has made him a coveted player in this treacherous new world of corporate espionage, but it has also made him an international fugitive and cost him everything he has ever loved. Now Cobb is being offered a chance at redemption. One last job could give him his life back but only if he can accomplish the impossible, inception. Instead of the perfect heist, Cobb and his team of specialists have to pull off the reverse: their task is not to steal an idea, but to plant one. If they succeed, it could be the perfect crime. But no amount of careful planning or expertise can prepare the team for the dangerous enemy that seems to predict their every move. An enemy that only Cobb could have seen coming.",PG-13,148,8.8,2021-04-27T22:51:39.152749+03:00,https://www.youtube.com/embed/YoHD9XEInc0,"https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg",2010-07-16,A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O.,https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_.jpg,movie,{},"[{'id': 4, 'genre': 'Adventure'}, {'id': 11, 'genre': 'Sci-Fi'}, {'id': 13, 'genre': 'Action'}, {'id': 14, 'genre': 'Thriller'}]","[{'id': 702, 'keyword': 'surprise ending'}, {'id': 859, 'keyword': 'psycho thriller'}, {'id': 1223, 'keyword': 'dream'}, {'id': 1224, 'keyword': 'ambiguous ending'}, {'id': 1225, 'keyword': 'subconscious'}]"
tt0109830,Forrest Gump,1994,181,"Forrest Gump is a simple man with a low I.Q. but good intentions. He is running through childhood with his best and only friend Jenny. His 'mama' teaches him the ways of life and leaves him to choose his destiny. Forrest joins the army for service in Vietnam, finding new friends called Dan and Bubba, he wins medals, creates a famous shrimp fishing fleet, inspires people to jog, starts a ping-pong craze, creates the smiley, writes bumper stickers and songs, donates to people and meets the president several times. However, this is all irrelevant to Forrest who can only think of his childhood sweetheart Jenny Curran, who has messed up her life. Although in the end all he wants to prove is that anyone can love anyone.",PG-13,142,8.8,2021-04-29T11:24:35.170886+03:00,https://www.youtube.com/embed/XHhAG-YLdk8,"https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1994-10-13,"The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,movie,{},"[{'id': 8, 'genre': 'Drama'}, {'id': 26, 'genre': 'Romance'}]","[{'id': 5, 'keyword': 'based on novel'}, {'id': 328, 'keyword': 'based on book'}, {'id': 1549, 'keyword': 'vietnam war'}, {'id': 1550, 'keyword': 'amputee'}, {'id': 1551, 'keyword': 'war hero'}]"
tt0137523,Fight Club,1999,171,"A nameless first person narrator (Edward Norton) attends support groups in attempt to subdue his emotional state and relieve his insomniac state. When he meets Marla (Helena Bonham Carter), another fake attendee of support groups, his life seems to become a little more bearable. However when he associates himself with Tyler (Brad Pitt) he is dragged into an underground fight club and soap making scheme. Together the two men spiral out of control and engage in competitive rivalry for love and power.",R,139,8.8,2021-04-29T11:24:35.173860+03:00,https://www.youtube.com/embed/qtRKdVHc-cE,"https://m.media-amazon.com/images/M/MV5BMmEzNTkxYjQtZTc0MC00YTVjLTg5ZTEtZWMwOWVlYzY0NWIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",1999-11-04,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,https://m.media-amazon.com/images/M/MV5BMmEzNTkxYjQtZTc0MC00YTVjLTg5ZTEtZWMwOWVlYzY0NWIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,movie,{},"[{'id': 8, 'genre': 'Drama'}]","[{'id': 702, 'keyword': 'surprise ending'}, {'id': 770, 'keyword': 'multiple personality disorder'}, {'id': 1123, 'keyword': 'fighting'}, {'id': 1559, 'keyword': 'insomnia'}, {'id': 1749, 'keyword': 'anti establishment'}]"
tt7559180,99 Songs,2019,643,"99 Songs is a musician's quest to understand his purpose and passion. To overcome the challenges that stand between him and everything he cares for; to prove himself and the love for his beloved. A journey of heartbreak and redemption, of loss and faith; an ode to the timeless power of love and music.",-,128,8.8,2021-04-29T11:25:17.604450+03:00,https://www.youtube.com/embed/DYxbNLcC3eA,"https://m.media-amazon.com/images/M/MV5BZTgyZWJlOGUtN2ZjNS00NzhlLWI4NmUtMTAxNTNjYzE1MGQ5XkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_UX182_CR0,0,182,268_AL_.jpg",2021-04-16,The film is a sensual story about art and self-discovery of a struggling singer who wants to be a successful music composer.,https://m.media-amazon.com/images/M/MV5BZTgyZWJlOGUtN2ZjNS00NzhlLWI4NmUtMTAxNTNjYzE1MGQ5XkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_.jpg,movie,{},"[{'id': 26, 'genre': 'Romance'}, {'id': 30, 'genre': 'Musical'}]","[{'id': 879, 'keyword': 'singer'}]"
tt0060196,"Il buono, il brutto, il cattivo",1966,326,"Blondie (The Good) (Clint Eastwood) is a professional gunslinger who is out trying to earn a few dollars. Angel Eyes (The Bad) (Lee Van Cleef) is a hitman who always commits to a task and sees it through, as long as he is paid to do so. And Tuco (The Ugly) (Eli Wallach) is a wanted outlaw trying to take care of his own hide. Tuco and Blondie share a partnership together making money off of Tuco's bounty, but when Blondie unties the partnership, Tuco tries to hunt down Blondie. When Blondie and Tuco come across a horse carriage loaded with dead bodies, they soon learn from the only survivor, Bill Carson (Antonio Casale), that he and a few other men have buried a stash of gold in a cemetery. Unfortunately, Carson dies and Tuco only finds out the name of the cemetery, while Blondie finds out the name on the grave. Now the two must keep each other alive in order to find the gold. Angel Eyes (who had been looking for Bill Carson) discovers that Tuco and Blondie met with Carson and knows ...",R,161,8.8,2021-04-29T11:25:52.674476+03:00,https://www.youtube.com/embed/WCN5JJY_wiA,"https://m.media-amazon.com/images/M/MV5BOTQ5NDI3MTI4MF5BMl5BanBnXkFtZTgwNDQ4ODE5MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",1968-02-08,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,https://m.media-amazon.com/images/M/MV5BOTQ5NDI3MTI4MF5BMl5BanBnXkFtZTgwNDQ4ODE5MDE@._V1_.jpg,movie,{},"[{'id': 25, 'genre': 'Western'}]","[{'id': 611, 'keyword': 'spaghetti western'}, {'id': 612, 'keyword': 'shootout'}, {'id': 613, 'keyword': 'man with no name'}, {'id': 614, 'keyword': 'famous opening theme'}, {'id': 615, 'keyword': 'outlaw'}]"
tt8517640,The Six,2021,3647,"""The Six"" is a documentary that tells the unknown story of the Chinese passengers on board Titanic. Through the work of the team of researchers - led by historian Steven Schwankert - the central mysteries of their story are tackled: how did they survive the accident at such a high rate and, afterwards, why did they disappear from the history books so completely within 24 hours of arriving in the US? While most of the 700 or so survivors of Titanic were celebrated in their home countries, and to this day are regularly covered in the press on Titanic anniversaries, the Chinese men on Titanic were never interviewed, and never claimed by relatives, making their experience unique.",-,100,8.8,2021-04-29T11:26:31.671554+03:00,https://www.youtube.com/embed/4HHjsuyXDHQ,"https://m.media-amazon.com/images/M/MV5BZWIzMjFjOWUtNmRkNS00ZWJhLWJjYTUtYzgzOTE0NDA3ODI5XkEyXkFqcGdeQXVyOTkwNzcyNTU@._V1_UX182_CR0,0,182,268_AL_.jpg",2021-04-16,"The last great mystery of Titanic is unraveled, as an international team searches for the ship's lost Chinese passengers, uncovering an extraordinary tale of survival and dignity in the face of racism and anti-immigrant policy.",https://m.media-amazon.com/images/M/MV5BZWIzMjFjOWUtNmRkNS00ZWJhLWJjYTUtYzgzOTE0NDA3ODI5XkEyXkFqcGdeQXVyOTkwNzcyNTU@._V1_.jpg,movie,{},"[{'id': 33, 'genre': 'Documentary'}]","[{'id': 1809, 'keyword': 'china'}, {'id': 2095, 'keyword': 'titanic'}, {'id': 5173, 'keyword': 'chinese'}, {'id': 5749, 'keyword': 'immigrant'}, {'id': 7592, 'keyword': 'passenger'}]"
